"case","run","VB","time","DOC","feed","material","smcAC","smcDC","vib.table","vib.spindle","AE.table","AE_spindle","cutnumber"
1,10,0.29,29,1.5,0.5,1,0.21484375,1.40625,0.06103515625,0.279541015625,0.087890625,0.087890625,10
1,10,0.29,29,1.5,0.5,1,0.1318359375,1.40625,0.07080078125,0.284423828125,0.0909423828125,0.0909423828125,10
1,10,0.29,29,1.5,0.5,1,0.0048828125,1.40625,0.0634765625,0.279541015625,0.0787353515625,0.0787353515625,10
1,10,0.29,29,1.5,0.5,1,-0.224609375,1.4013671875,0.06591796875,0.3125,0.1025390625,0.1025390625,10
1,10,0.29,29,1.5,0.5,1,-0.2001953125,1.396484375,0.0634765625,0.291748046875,0.0946044921875,0.0946044921875,10
1,10,0.29,29,1.5,0.5,1,-0.478515625,1.3818359375,0.06591796875,0.31982421875,0.1068115234375,0.1068115234375,10
1,10,0.29,29,1.5,0.5,1,-0.4736328125,1.3720703125,0.0634765625,0.29296875,0.10009765625,0.10009765625,10
1,10,0.29,29,1.5,0.5,1,-0.654296875,1.3623046875,0.0634765625,0.30517578125,0.08544921875,0.08544921875,10
1,10,0.29,29,1.5,0.5,1,-0.7177734375,1.357421875,0.068359375,0.29541015625,0.079345703125,0.079345703125,10
1,10,0.29,29,1.5,0.5,1,-0.791015625,1.3623046875,0.06103515625,0.308837890625,0.0897216796875,0.0897216796875,10
1,10,0.29,29,1.5,0.5,1,-0.76171875,1.376953125,0.07080078125,0.333251953125,0.093994140625,0.093994140625,10
1,10,0.29,29,1.5,0.5,1,-0.673828125,1.38671875,0.068359375,0.302734375,0.107421875,0.107421875,10
1,10,0.29,29,1.5,0.5,1,-0.5908203125,1.4013671875,0.07080078125,0.3076171875,0.1080322265625,0.1080322265625,10
1,10,0.29,29,1.5,0.5,1,-0.4296875,1.416015625,0.06591796875,0.308837890625,0.0982666015625,0.0982666015625,10
1,10,0.29,29,1.5,0.5,1,-0.25390625,1.4208984375,0.068359375,0.3076171875,0.101318359375,0.101318359375,10
1,10,0.29,29,1.5,0.5,1,-0.13671875,1.4208984375,0.0634765625,0.2978515625,0.0927734375,0.0927734375,10
1,10,0.29,29,1.5,0.5,1,-0.0537109375,1.416015625,0.06103515625,0.294189453125,0.0933837890625,0.0933837890625,10
1,10,0.29,29,1.5,0.5,1,0.0634765625,1.4111328125,0.068359375,0.313720703125,0.098876953125,0.098876953125,10
1,10,0.29,29,1.5,0.5,1,0.17578125,1.40625,0.0634765625,0.3125,0.106201171875,0.106201171875,10
1,10,0.29,29,1.5,0.5,1,0.322265625,1.4013671875,0.068359375,0.2880859375,0.093994140625,0.093994140625,10
1,10,0.29,29,1.5,0.5,1,0.244140625,1.4013671875,0.0634765625,0.284423828125,0.107421875,0.107421875,10
1,10,0.29,29,1.5,0.5,1,0.263671875,1.4013671875,0.068359375,0.2880859375,0.1007080078125,0.1007080078125,10
1,10,0.29,29,1.5,0.5,1,0.2001953125,1.40625,0.06591796875,0.2978515625,0.10498046875,0.10498046875,10
1,10,0.29,29,1.5,0.5,1,0.09765625,1.40625,0.068359375,0.28564453125,0.0897216796875,0.0897216796875,10
1,10,0.29,29,1.5,0.5,1,0.0244140625,1.40625,0.07080078125,0.272216796875,0.0897216796875,0.0897216796875,10
1,10,0.29,29,1.5,0.5,1,-0.2197265625,1.4013671875,0.0634765625,0.279541015625,0.081787109375,0.081787109375,10
1,10,0.29,29,1.5,0.5,1,-0.185546875,1.396484375,0.068359375,0.28076171875,0.1007080078125,0.1007080078125,10
1,10,0.29,29,1.5,0.5,1,-0.4296875,1.376953125,0.06103515625,0.279541015625,0.098876953125,0.098876953125,10
1,10,0.29,29,1.5,0.5,1,-0.6396484375,1.3671875,0.06591796875,0.2783203125,0.1068115234375,0.1068115234375,10
1,10,0.29,29,1.5,0.5,1,-0.625,1.357421875,0.068359375,0.28076171875,0.1031494140625,0.1031494140625,10
1,10,0.29,29,1.5,0.5,1,-0.8837890625,1.357421875,0.07080078125,0.2734375,0.09521484375,0.09521484375,10
1,10,0.29,29,1.5,0.5,1,-0.72265625,1.3623046875,0.06103515625,0.2880859375,0.0897216796875,0.0897216796875,10
1,10,0.29,29,1.5,0.5,1,-0.7373046875,1.3720703125,0.05615234375,0.28076171875,0.0848388671875,0.0848388671875,10
1,10,0.29,29,1.5,0.5,1,-0.64453125,1.38671875,0.06591796875,0.2783203125,0.087890625,0.087890625,10
1,10,0.29,29,1.5,0.5,1,-0.5712890625,1.4013671875,0.068359375,0.2734375,0.0958251953125,0.0958251953125,10
1,10,0.29,29,1.5,0.5,1,-0.361328125,1.4111328125,0.07080078125,0.2783203125,0.10986328125,0.10986328125,10
1,10,0.29,29,1.5,0.5,1,-0.1953125,1.4208984375,0.0634765625,0.28564453125,0.0885009765625,0.0885009765625,10
1,10,0.29,29,1.5,0.5,1,-0.1220703125,1.4013671875,0.06591796875,0.2783203125,0.091552734375,0.091552734375,10
1,10,0.29,29,1.5,0.5,1,-0.05859375,1.416015625,0.06591796875,0.274658203125,0.093994140625,0.093994140625,10
