"case","run","VB","time","DOC","feed","material","smcAC","smcDC","vib.table","vib.spindle","AE.table","AE_spindle","cutnumber"
9,7,0.47,34,1.5,0.5,1,-0.3662109375,1.40625,0.05859375,0.294189453125,0.1165771484375,0.1165771484375,59
9,7,0.47,34,1.5,0.5,1,-0.17578125,1.4111328125,0.05126953125,0.338134765625,0.1177978515625,0.1177978515625,59
9,7,0.47,34,1.5,0.5,1,-0.0732421875,1.4111328125,0.05859375,0.30029296875,0.103759765625,0.103759765625,59
9,7,0.47,34,1.5,0.5,1,0.0927734375,1.40625,0.0537109375,0.3125,0.1251220703125,0.1251220703125,59
9,7,0.47,34,1.5,0.5,1,0.33203125,1.4013671875,0.05859375,0.299072265625,0.1226806640625,0.1226806640625,59
9,7,0.47,34,1.5,0.5,1,0.25390625,1.3916015625,0.05615234375,0.2978515625,0.1220703125,0.1220703125,59
9,7,0.47,34,1.5,0.5,1,0.3564453125,1.3916015625,0.06103515625,0.325927734375,0.113525390625,0.113525390625,59
9,7,0.47,34,1.5,0.5,1,0.2734375,1.3916015625,0.05615234375,0.308837890625,0.107421875,0.107421875,59
9,7,0.47,34,1.5,0.5,1,0.2880859375,1.3916015625,0.05126953125,0.31982421875,0.0933837890625,0.0933837890625,59
9,7,0.47,34,1.5,0.5,1,0.205078125,1.40625,0.05859375,0.301513671875,0.11962890625,0.11962890625,59
9,7,0.47,34,1.5,0.5,1,0.0390625,1.396484375,0.0537109375,0.30029296875,0.118408203125,0.118408203125,59
9,7,0.47,34,1.5,0.5,1,-0.146484375,1.3916015625,0.05859375,0.316162109375,0.1275634765625,0.1275634765625,59
9,7,0.47,34,1.5,0.5,1,-0.09765625,1.38671875,0.05859375,0.29541015625,0.128173828125,0.128173828125,59
9,7,0.47,34,1.5,0.5,1,-0.3955078125,1.376953125,0.06103515625,0.291748046875,0.115966796875,0.115966796875,59
9,7,0.47,34,1.5,0.5,1,-0.4345703125,1.3671875,0.0537109375,0.2880859375,0.103759765625,0.103759765625,59
9,7,0.47,34,1.5,0.5,1,-0.6005859375,1.357421875,0.06103515625,0.296630859375,0.1177978515625,0.1177978515625,59
9,7,0.47,34,1.5,0.5,1,-0.6640625,1.34765625,0.0634765625,0.277099609375,0.1239013671875,0.1239013671875,59
9,7,0.47,34,1.5,0.5,1,-0.693359375,1.34765625,0.0537109375,0.27099609375,0.1318359375,0.1318359375,59
9,7,0.47,34,1.5,0.5,1,-0.703125,1.357421875,0.05859375,0.279541015625,0.1385498046875,0.1385498046875,59
9,7,0.47,34,1.5,0.5,1,-0.6640625,1.3671875,0.0537109375,0.2783203125,0.11962890625,0.11962890625,59
9,7,0.47,34,1.5,0.5,1,-0.5517578125,1.3818359375,0.06103515625,0.28564453125,0.113525390625,0.113525390625,59
9,7,0.47,34,1.5,0.5,1,-0.5078125,1.3916015625,0.05859375,0.289306640625,0.11474609375,0.11474609375,59
9,7,0.47,34,1.5,0.5,1,-0.21484375,1.40625,0.06103515625,0.28564453125,0.1190185546875,0.1190185546875,59
9,7,0.47,34,1.5,0.5,1,-0.2099609375,1.4111328125,0.06103515625,0.28076171875,0.1190185546875,0.1190185546875,59
9,7,0.47,34,1.5,0.5,1,-0.048828125,1.40625,0.06103515625,0.286865234375,0.1312255859375,0.1312255859375,59
