"case","run","VB","time","DOC","feed","material","smcAC","smcDC","vib.table","vib.spindle","AE.table","AE_spindle","cutnumber"
12,1,NA,1,0.75,0.5,1,6.4096905560973e-10,2.08467715038792e-33,1.05467741207121e-08,2.69764518634474e-06,4.07462640017453e-11,4.07462640017453e-11,95
12,1,NA,1,0.75,0.5,1,6.33693375551303e-10,2.64060190602322e-06,2.12069503198109e-33,1.09191023511812e-05,4.99087771110851e-10,4.99087771110851e-10,95
12,1,NA,1,0.75,0.5,1,4.14522105529613e-08,4.02897437634664e-11,2.66595923115176e-09,8.48277865855641e-33,6.4096905560973e-10,6.4096905560973e-10,95
12,1,NA,1,0.75,0.5,1,4.0290635411333e-11,2.65117905406953e-09,2.53494381041719e-09,1.08604344859486e-05,2.1206946646391e-33,2.1206946646391e-33,95
12,1,NA,1,0.75,0.5,1,3.27082161675207e-05,1.0779378278869e-08,1.06540909428077e-08,4.02879431204983e-11,4.12619876044573e-08,4.12619876044573e-08,95
12,1,NA,1,0.75,0.5,1,2.62242494386555e-09,4.25825273613623e-31,6.4096905560973e-10,6.40414665742384e-10,6.33693320040152e-10,6.33693320040152e-10,95
12,1,NA,1,0.75,0.5,1,2.1327322778045e-33,1.70629235185515e-07,2.04426351047005e-06,6.59244270284631e-10,6.63235368847381e-07,6.63235368847381e-07,95
12,1,NA,1,0.75,0.5,1,4.1487542290497e-08,6.33707364361413e-10,1.04301323133882e-08,2.1206948483101e-33,4.17259897744771e-08,4.17259897744771e-08,95
12,1,NA,1,0.75,0.5,1,4.00605659756081e-11,6.40966890674832e-10,6.33707308850262e-10,1.05472333089551e-08,2.1327322778045e-33,2.1327322778045e-33,95
12,1,NA,1,0.75,0.5,1,3.19416173510945e-08,6.59272914038667e-10,0.000171695603057742,4.05215548615612e-11,2.56386756269933e-09,2.56386756269933e-09,95
12,1,NA,1,0.75,0.5,1,1.07796056525444e-08,2.1206948483101e-33,4.10220195590227e-08,5.25414179719519e-07,4.00605659756081e-11,4.00605659756081e-11,95
12,1,NA,1,0.75,0.5,1,6.33721908283036e-10,4.27236664108932e-05,2.1327322778045e-33,4.26591419966371e-08,1.9963510844434e-09,1.9963510844434e-09,95
12,1,NA,1,0.75,0.5,1,2.57621124433172e-09,4.05233069322719e-11,6.63902540054551e-07,6.33707364361413e-10,0.000173755819560029,0.000173755819560029,95
12,1,NA,1,0.75,0.5,1,1.65041228683549e-07,8.20959655811748e-09,4.00605659756081e-11,6.40966890674832e-10,6.3372163072728e-10,6.3372163072728e-10,95
12,1,NA,1,0.75,0.5,1,2.1327322778045e-33,4.17205114899843e-08,3.27082161675207e-05,6.62811139306996e-10,4.21507024839229e-08,4.21507024839229e-08,95
12,1,NA,1,0.75,0.5,1,2.68529606728407e-06,6.33707419872565e-10,2.67034624812368e-06,2.1206948483101e-33,6.6387610786478e-07,6.6387610786478e-07,95
12,1,NA,1,0.75,0.5,1,4.00605659756081e-11,6.40966890674832e-10,6.33721797260733e-10,4.36829614045564e-05,2.1327322778045e-33,2.1327322778045e-33,95
12,1,NA,1,0.75,0.5,1,5.11065877617511e-07,6.59244270284631e-10,6.63235368847381e-07,4.0522436101087e-11,2.68529606728407e-06,2.68529606728407e-06,95
12,1,NA,1,0.75,0.5,1,2.68046340679007e-09,2.1206948483101e-33,6.89923581376206e-07,8.20959655811748e-09,4.00605659756081e-11,4.00605659756081e-11,95
12,1,NA,1,0.75,0.5,1,6.33735730559692e-10,1.08595040728687e-05,2.1327322778045e-33,1.07213953270957e-08,5.11065877617511e-07,5.11065877617511e-07,95
12,1,NA,1,0.75,0.5,1,2.57621124433172e-09,4.05224395705339e-11,4.34415742347483e-05,6.33707419872565e-10,4.14958698513601e-08,4.14958698513601e-08,95
12,1,NA,1,0.75,0.5,1,1.6689664050773e-07,3.28383862324699e-08,4.00605659756081e-11,6.40966890674832e-10,6.33721797260733e-10,6.33721797260733e-10,95
