"case","run","VB","time","DOC","feed","material","smcAC","smcDC","vib.table","vib.spindle","AE.table","AE_spindle","cutnumber"
6,1,0,0,1.5,0.25,2,-0.224609375,1.416015625,0.08056640625,0.27587890625,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.146484375,1.4208984375,0.08544921875,0.2880859375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.1171875,1.4111328125,0.08056640625,0.2783203125,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.1318359375,1.40625,0.0732421875,0.284423828125,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.185546875,1.4013671875,0.078125,0.289306640625,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.2685546875,1.396484375,0.078125,0.27099609375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.25390625,1.396484375,0.078125,0.279541015625,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.2587890625,1.396484375,0.0732421875,0.28564453125,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.234375,1.4013671875,0.078125,0.294189453125,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,0.087890625,1.40625,0.078125,0.277099609375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.01953125,1.40625,0.0830078125,0.27099609375,0.0213623046875,0.0213623046875,116
6,1,0,0,1.5,0.25,2,-0.107421875,1.40625,0.08056640625,0.262451171875,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.37109375,1.396484375,0.078125,0.257568359375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.3564453125,1.38671875,0.08056640625,0.2734375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.625,1.376953125,0.07568359375,0.27099609375,0.0213623046875,0.0213623046875,116
6,1,0,0,1.5,0.25,2,-0.4931640625,1.3671875,0.08056640625,0.27099609375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.7470703125,1.3623046875,0.0732421875,0.2734375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.5908203125,1.3671875,0.08544921875,0.257568359375,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.68359375,1.376953125,0.08056640625,0.279541015625,0.020751953125,0.020751953125,116
6,1,0,0,1.5,0.25,2,-0.5810546875,1.38671875,0.0830078125,0.2685546875,0.01953125,0.01953125,116
