"case","run","VB","time","DOC","feed","material","smcAC","smcDC","vib.table","vib.spindle","AE.table","AE_spindle","cutnumber"
15,5,0.48,13,1.5,0.25,2,-0.634765625,1.3427734375,0.06103515625,0.26611328125,0.1055908203125,0.1055908203125,159
15,5,0.48,13,1.5,0.25,2,-0.771484375,1.34765625,0.05615234375,0.262451171875,0.0823974609375,0.0823974609375,159
15,5,0.48,13,1.5,0.25,2,-0.693359375,1.357421875,0.06103515625,0.267333984375,0.086669921875,0.086669921875,159
15,5,0.48,13,1.5,0.25,2,-0.6982421875,1.3720703125,0.05859375,0.277099609375,0.0885009765625,0.0885009765625,159
15,5,0.48,13,1.5,0.25,2,-0.6591796875,1.38671875,0.0634765625,0.267333984375,0.10498046875,0.10498046875,159
15,5,0.48,13,1.5,0.25,2,-0.5126953125,1.396484375,0.0634765625,0.26123046875,0.0909423828125,0.0909423828125,159
15,5,0.48,13,1.5,0.25,2,-0.2001953125,1.40625,0.06591796875,0.25634765625,0.1043701171875,0.1043701171875,159
15,5,0.48,13,1.5,0.25,2,-0.1708984375,1.40625,0.0634765625,0.2587890625,0.089111328125,0.089111328125,159
15,5,0.48,13,1.5,0.25,2,-0.1123046875,1.40625,0.06103515625,0.263671875,0.08544921875,0.08544921875,159
15,5,0.48,13,1.5,0.25,2,-0.0146484375,1.396484375,0.05126953125,0.2880859375,0.086669921875,0.086669921875,159
15,5,0.48,13,1.5,0.25,2,0.185546875,1.3916015625,0.05615234375,0.277099609375,0.0848388671875,0.0848388671875,159
15,5,0.48,13,1.5,0.25,2,0.2734375,1.38671875,0.06591796875,0.27587890625,0.0848388671875,0.0848388671875,159
15,5,0.48,13,1.5,0.25,2,0.224609375,1.38671875,0.05615234375,0.30517578125,0.086669921875,0.086669921875,159
15,5,0.48,13,1.5,0.25,2,0.283203125,1.38671875,0.06591796875,0.27587890625,0.0921630859375,0.0921630859375,159
15,5,0.48,13,1.5,0.25,2,0.2001953125,1.3916015625,0.05859375,0.2685546875,0.087890625,0.087890625,159
15,5,0.48,13,1.5,0.25,2,0.01953125,1.3916015625,0.06591796875,0.2685546875,0.0933837890625,0.0933837890625,159
15,5,0.48,13,1.5,0.25,2,-0.0390625,1.3916015625,0.05859375,0.262451171875,0.0927734375,0.0927734375,159
15,5,0.48,13,1.5,0.25,2,-0.1220703125,1.3916015625,0.05859375,0.267333984375,0.0830078125,0.0830078125,159
15,5,0.48,13,1.5,0.25,2,-0.146484375,1.376953125,0.0634765625,0.277099609375,0.0799560546875,0.0799560546875,159
15,5,0.48,13,1.5,0.25,2,-0.4443359375,1.3671875,0.05615234375,0.269775390625,0.0927734375,0.0927734375,159
15,5,0.48,13,1.5,0.25,2,-0.703125,1.357421875,0.06103515625,0.269775390625,0.1025390625,0.1025390625,159
15,5,0.48,13,1.5,0.25,2,-0.5908203125,1.34765625,0.0634765625,0.272216796875,0.106201171875,0.106201171875,159
15,5,0.48,13,1.5,0.25,2,-0.8056640625,1.34765625,0.0634765625,0.27587890625,0.1123046875,0.1123046875,159
15,5,0.48,13,1.5,0.25,2,-0.6591796875,1.34765625,0.06103515625,0.26611328125,0.09033203125,0.09033203125,159
15,5,0.48,13,1.5,0.25,2,-0.7666015625,1.357421875,0.06103515625,0.28076171875,0.0897216796875,0.0897216796875,159
15,5,0.48,13,1.5,0.25,2,-0.6298828125,1.3720703125,0.06591796875,0.27099609375,0.091552734375,0.091552734375,159
15,5,0.48,13,1.5,0.25,2,-0.634765625,1.3818359375,0.0634765625,0.262451171875,0.0933837890625,0.0933837890625,159
15,5,0.48,13,1.5,0.25,2,-0.4541015625,1.396484375,0.06591796875,0.26611328125,0.0860595703125,0.0860595703125,159
15,5,0.48,13,1.5,0.25,2,-0.224609375,1.40625,0.05859375,0.257568359375,0.0897216796875,0.0897216796875,159
15,5,0.48,13,1.5,0.25,2,-0.146484375,1.40625,0.0634765625,0.26611328125,0.1068115234375,0.1068115234375,159
15,5,0.48,13,1.5,0.25,2,-0.1611328125,1.4013671875,0.05859375,0.2734375,0.093994140625,0.093994140625,159
15,5,0.48,13,1.5,0.25,2,0.09765625,1.396484375,0.06591796875,0.264892578125,0.093994140625,0.093994140625,159
15,5,0.48,13,1.5,0.25,2,0.1611328125,1.3916015625,0.06103515625,0.269775390625,0.0830078125,0.0830078125,159
15,5,0.48,13,1.5,0.25,2,0.2392578125,1.38671875,0.0634765625,0.26123046875,0.0897216796875,0.0897216796875,159
15,5,0.48,13,1.5,0.25,2,0.2001953125,1.3818359375,0.0634765625,0.257568359375,0.0750732421875,0.0750732421875,159
15,5,0.48,13,1.5,0.25,2,0.234375,1.3818359375,0.05615234375,0.25634765625,0.10009765625,0.10009765625,159
15,5,0.48,13,1.5,0.25,2,0.25390625,1.38671875,0.0634765625,0.2587890625,0.0897216796875,0.0897216796875,159
15,5,0.48,13,1.5,0.25,2,0.048828125,1.38671875,0.05615234375,0.264892578125,0.101318359375,0.101318359375,159
15,5,0.48,13,1.5,0.25,2,-0.048828125,1.38671875,0.06591796875,0.267333984375,0.096435546875,0.096435546875,159
15,5,0.48,13,1.5,0.25,2,-0.0927734375,1.3818359375,0.05859375,0.264892578125,0.08544921875,0.08544921875,159
15,5,0.48,13,1.5,0.25,2,-0.37109375,1.376953125,0.06591796875,0.26123046875,0.086669921875,0.086669921875,159
15,5,0.48,13,1.5,0.25,2,-0.33203125,1.3623046875,0.05859375,0.2587890625,0.08544921875,0.08544921875,159
15,5,0.48,13,1.5,0.25,2,-0.5615234375,1.3525390625,0.05615234375,0.267333984375,0.103759765625,0.103759765625,159
15,5,0.48,13,1.5,0.25,2,-0.4541015625,1.3427734375,0.068359375,0.26611328125,0.1007080078125,0.1007080078125,159
15,5,0.48,13,1.5,0.25,2,-0.68359375,1.3427734375,0.06103515625,0.27099609375,0.1068115234375,0.1068115234375,159
15,5,0.48,13,1.5,0.25,2,-0.78125,1.3427734375,0.0634765625,0.262451171875,0.0958251953125,0.0958251953125,159
15,5,0.48,13,1.5,0.25,2,-0.64453125,1.3525390625,0.06103515625,0.27099609375,0.087890625,0.087890625,159
15,5,0.48,13,1.5,0.25,2,-0.712890625,1.3671875,0.068359375,0.262451171875,0.0921630859375,0.0921630859375,159
15,5,0.48,13,1.5,0.25,2,-0.5419921875,1.3818359375,0.0634765625,0.262451171875,0.087890625,0.087890625,159
15,5,0.48,13,1.5,0.25,2,-0.4052734375,1.3916015625,0.06591796875,0.296630859375,0.09033203125,0.09033203125,159
15,5,0.48,13,1.5,0.25,2,-0.244140625,1.4013671875,0.06591796875,0.281982421875,0.09033203125,0.09033203125,159
15,5,0.48,13,1.5,0.25,2,-0.17578125,1.40625,0.0634765625,0.2734375,0.10009765625,0.10009765625,159
15,5,0.48,13,1.5,0.25,2,-0.1025390625,1.4013671875,0.06591796875,0.26611328125,0.0927734375,0.0927734375,159
15,5,0.48,13,1.5,0.25,2,0.078125,1.396484375,0.06103515625,0.27099609375,0.0982666015625,0.0982666015625,159
15,5,0.48,13,1.5,0.25,2,0.2392578125,1.38671875,0.0634765625,0.27099609375,0.09033203125,0.09033203125,159
15,5,0.48,13,1.5,0.25,2,0.2001953125,1.38671875,0.05859375,0.267333984375,0.0811767578125,0.0811767578125,159
15,5,0.48,13,1.5,0.25,2,0.283203125,1.3818359375,0.0634765625,0.27099609375,0.0860595703125,0.0860595703125,159
15,5,0.48,13,1.5,0.25,2,0.244140625,1.3818359375,0.05859375,0.263671875,0.086669921875,0.086669921875,159
15,5,0.48,13,1.5,0.25,2,0.2001953125,1.38671875,0.05859375,0.2734375,0.1007080078125,0.1007080078125,159
15,5,0.48,13,1.5,0.25,2,0.126953125,1.38671875,0.06103515625,0.277099609375,0.0927734375,0.0927734375,159
15,5,0.48,13,1.5,0.25,2,0,1.38671875,0.0537109375,0.267333984375,0.106201171875,0.106201171875,159
15,5,0.48,13,1.5,0.25,2,-0.146484375,1.3818359375,0.0537109375,0.2685546875,0.0933837890625,0.0933837890625,159
15,5,0.48,13,1.5,0.25,2,-0.205078125,1.376953125,0.05859375,0.263671875,0.087890625,0.087890625,159
15,5,0.48,13,1.5,0.25,2,-0.4931640625,1.3623046875,0.06591796875,0.281982421875,0.093994140625,0.093994140625,159
